    yield year tillage summerCrop manure N  MTD  MTJ  MTF  MTM  MTA  mTD  mTJ  mTF  mTM  mTA mTUD mTUJ mTUF mTUM mTUA  PRD   PRJ  PRF  PRM SHD SHJ SHF  EVD   EVJ   EVF   EVM   EVA
20   8536 1988       t          s      M N 24.6 25.2 27.0 28.5 31.1  8.3  7.5  9.8  8.9 13.2  4.5  3.8  6.9  5.8  9.9  1.9   2.4  0.2  0.2 8.1 9.2 7.2 97.7 104.5 107.6 172.7 209.4
21   8940 1988       T          S      m N 24.6 25.2 27.0 28.5 31.1  8.3  7.5  9.8  8.9 13.2  4.5  3.8  6.9  5.8  9.9  1.9   2.4  0.2  0.2 8.1 9.2 7.2 97.7 104.5 107.6 172.7 209.4
22   8203 1988       t          S      m N 24.6 25.2 27.0 28.5 31.1  8.3  7.5  9.8  8.9 13.2  4.5  3.8  6.9  5.8  9.9  1.9   2.4  0.2  0.2 8.1 9.2 7.2 97.7 104.5 107.6 172.7 209.4
23   8686 1988       T          s      m N 24.6 25.2 27.0 28.5 31.1  8.3  7.5  9.8  8.9 13.2  4.5  3.8  6.9  5.8  9.9  1.9   2.4  0.2  0.2 8.1 9.2 7.2 97.7 104.5 107.6 172.7 209.4
24   7384 1988       t          s      m N 24.6 25.2 27.0 28.5 31.1  8.3  7.5  9.8  8.9 13.2  4.5  3.8  6.9  5.8  9.9  1.9   2.4  0.2  0.2 8.1 9.2 7.2 97.7 104.5 107.6 172.7 209.4
25   7434 1989       T          S      M 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
26   7140 1989       t          S      M 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
27   7483 1989       T          s      M 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
28   7146 1989       t          s      M 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
29   5544 1989       T          S      m 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
30   5650 1989       t          S      m 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
31   3913 1989       T          s      m 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
32   4657 1989       t          s      m 0 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
33   7560 1989       T          S      M n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
34   6922 1989       t          S      M n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
35   7440 1989       T          s      M n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
36   7526 1989       t          s      M n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
37   7406 1989       T          S      m n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
38   7158 1989       t          S      m n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
39   7217 1989       T          s      m n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
40   7117 1989       t          s      m n 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
41   6785 1989       T          S      M N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
42   6782 1989       t          S      M N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
43   6903 1989       T          s      M N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
44   6173 1989       t          s      M N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
45   7361 1989       T          S      m N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
46   7275 1989       t          S      m N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
47   7748 1989       T          s      m N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
48   7667 1989       t          s      m N 24.3 21.4 25.2 27.6 31.8  8.4  6.2  9.6 10.0 13.4  4.0  2.9  8.3  9.4  9.6 30.3  12.0 61.6  0.0 8.1 6.9 8.4 78.5  73.9  85.7 134.6 202.6
49   5243 1990       T          S      M 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
50   4861 1990       t          S      M 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
51   4724 1990       T          s      M 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
52   4181 1990       t          s      M 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
53   4717 1990       T          S      m 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
54   4437 1990       t          S      m 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
55   4463 1990       T          s      m 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
56   4554 1990       t          s      m 0 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
57   8016 1990       T          S      M n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
58   7337 1990       t          S      M n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
59   8203 1990       T          s      M n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
60   7718 1990       t          s      M n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
61   7435 1990       T          S      m n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
62   7217 1990       t          S      m n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
63   7431 1990       T          s      m n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
64   7067 1990       t          s      m n 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
65   8517 1990       T          S      M N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
66   7690 1990       t          S      M N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
67   8204 1990       T          s      M N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
68   7478 1990       t          s      M N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
69   7989 1990       T          S      m N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
70   7314 1990       t          S      m N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
71   7706 1990       T          s      m N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
72   7289 1990       t          s      m N 24.9 24.2 24.0 27.5 32.1  9.2  7.5  6.8  9.0 12.4  5.2  4.1  3.0  5.4  8.8 35.0   1.6 15.2  3.0 7.3 7.9 8.8 79.3  84.6  86.3 140.5 210.2
73   7799 1991       T          S      M 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
74   7448 1991       t          S      M 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
75   7857 1991       T          s      M 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
76   6787 1991       t          s      M 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
77   6410 1991       T          S      m 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
78   6015 1991       t          S      m 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
79   5964 1991       T          s      m 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
80   6320 1991       t          s      m 0 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
81   9017 1991       T          S      M n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
82   8320 1991       t          S      M n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
83   8658 1991       T          s      M n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
84   8082 1991       t          s      M n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
85   7686 1991       T          S      m n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
86   7878 1991       t          S      m n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
87   7624 1991       T          s      m n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
88   7551 1991       t          s      m n 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
89   8896 1991       T          S      M N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
90   8337 1991       t          S      M N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
91   8781 1991       T          s      M N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
92   8787 1991       t          s      M N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
93   8519 1991       T          S      m N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
94   8294 1991       t          S      m N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
95   8362 1991       T          s      m N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
96   7937 1991       t          s      m N 24.2 24.1 27.1 26.1 31.5 10.1  8.9 10.9 10.0 11.5  6.9  5.9  7.7  6.5  7.4 94.4   2.6 11.6  0.0 7.0 8.5 7.8 71.5  77.0  93.0 134.0 204.6
97   6085 1992       T          S      M 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
98   6767 1992       t          S      M 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
99   5645 1992       T          s      M 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
100  4559 1992       t          s      M 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
101  5396 1992       T          S      m 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
102  5693 1992       t          S      m 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
103  4282 1992       T          s      m 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
104  3149 1992       t          s      m 0 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
105  6844 1992       T          S      M n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
106  6930 1992       t          S      M n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
107  7197 1992       T          s      M n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
108  7006 1992       t          s      M n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
109  7632 1992       T          S      m n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
110  7664 1992       t          S      m n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
111  7006 1992       T          s      m n 23.2 22.2 24.4 26.3 32.2 10.9 10.8 10.7 10.8 13.0  7.8  8.4  8.3  7.4  9.7 87.7 152.3 59.1 20.4 6.4 5.5 8.3 51.2  42.8  69.8 102.3 188.1
